datetime,temp,wind_direction,wind_speed,humidity_relative,precip_quantity_1hour,local_datetime,name,lat,lon,community_name
2018-03-01 00:00:00,-6.9,75.4,7.27,53.7,0.0,2018-03-01 01:00:00,UCCLE-UKKEL (FERME),50.796664,4.357875,Uccle-ukkel
2018-03-01 00:00:00,-6.9,75.4,7.27,53.7,0.0,2018-03-01 01:00:00,UCCLE-UKKEL,50.796862,4.357871,Uccle-ukkel
2018-03-01 01:00:00,-6.9,74.6,6.248,54.3,0.0,2018-03-01 02:00:00,UCCLE-UKKEL (FERME),50.796664,4.357875,Uccle-ukkel
2018-03-01 01:00:00,-6.9,74.6,6.248,54.3,0.0,2018-03-01 02:00:00,UCCLE-UKKEL,50.796862,4.357871,Uccle-ukkel
2018-03-01 02:00:00,-6.7,78.4,6.41,54.5,0.0,2018-03-01 03:00:00,UCCLE-UKKEL (FERME),50.796664,4.357875,Uccle-ukkel
2018-03-01 02:00:00,-6.7,78.4,6.41,54.5,0.0,2018-03-01 03:00:00,UCCLE-UKKEL,50.796862,4.357871,Uccle-ukkel
2018-03-01 03:00:00,-6.4,78.0,6.211,52.2,0.0,2018-03-01 04:00:00,UCCLE-UKKEL (FERME),50.796664,4.357875,Uccle-ukkel
2018-03-01 03:00:00,-6.4,78.0,6.211,52.2,0.0,2018-03-01 04:00:00,UCCLE-UKKEL,50.796862,4.357871,Uccle-ukkel
2018-03-01 04:00:00,-6.2,83.1,7.29,50.2,0.0,2018-03-01 05:00:00,UCCLE-UKKEL (FERME),50.796664,4.357875,Uccle-ukkel
2018-03-01 04:00:00,-6.2,83.1,7.29,50.2,0.0,2018-03-01 05:00:00,UCCLE-UKKEL,50.796862,4.357871,Uccle-ukkel
2018-03-01 05:00:00,-6.2,80.4,6.85,50.4,0.0,2018-03-01 06:00:00,UCCLE-UKKEL (FERME),50.796664,4.357875,Uccle-ukkel
2018-03-01 05:00:00,-6.2,80.4,6.85,50.4,0.0,2018-03-01 06:00:00,UCCLE-UKKEL,50.796862,4.357871,Uccle-ukkel
2018-03-01 06:00:00,-6.1,81.5,6.677,49.6,0.0,2018-03-01 07:00:00,UCCLE-UKKEL (FERME),50.796664,4.357875,Uccle-ukkel
