time,number,latitude,longitude,u10,v10,t2m,d2m,tp
2023-04-02 06:00:00,25,50.75,4.25,-1.3971875,-5.402287,278.52505,276.91272,12.101873
2023-04-02 06:00:00,26,50.75,4.25,-1.4554536,-5.4138026,278.24637,277.052,7.978471
2023-04-02 06:00:00,27,50.75,4.25,-0.4936881,-5.7178183,278.8458,278.1063,10.038919
2023-04-02 06:00:00,28,50.75,4.25,-2.0110908,-5.41173,278.0458,276.78836,7.3666687
2023-04-02 06:00:00,29,50.75,4.25,-1.9974539,-5.2645583,278.52704,277.3148,7.360229
2023-04-02 06:00:00,30,50.75,4.25,-0.9357681,-5.588151,278.7564,277.70395,7.658974
2023-04-02 06:00:00,31,50.75,4.25,-1.2189174,-5.4736843,278.84103,277.81427,8.487947
2023-04-02 06:00:00,32,50.75,4.25,-1.0483334,-5.2288594,278.43967,276.97806,7.9720306
2023-04-02 06:00:00,33,50.75,4.25,-1.2823904,-5.7159758,279.07214,278.06873,7.0840235
2023-04-02 06:00:00,34,50.75,4.25,-0.60724545,-5.5356393,278.47946,277.31305,8.562008
2023-04-02 06:00:00,35,50.75,4.25,-1.0815578,-5.2528124,278.6382,276.9924,8.208523
2023-04-02 06:00:00,36,50.75,4.25,-1.0656893,-5.6600094,278.09613,276.81958,6.063996
2023-04-02 06:00:00,37,50.75,4.25,-0.9908111,-5.0013084,278.19928,276.71326,6.0371623
2023-04-02 06:00:00,38,50.75,4.25,-2.0415876,-5.647803,278.6793,277.38385,6.065069
2023-04-02 06:00:00,39,50.75,4.25,-0.121279836,-5.029867,279.2727,278.33954,7.5949316
2023-04-02 06:00:00,40,50.75,4.25,-1.4212377,-5.540476,277.7541,276.07825,12.053215
2023-04-02 06:00:00,41,50.75,4.25,-1.1611469,-5.530112,278.41614,277.2526,9.26397
2023-04-02 06:00:00,42,50.75,4.25,-2.6594582,-5.832976,276.882,274.47833,9.782035
2023-04-02 06:00:00,43,50.75,4.25,-1.6897585,-5.532645,278.10214,276.52872,7.7863436
2023-04-02 06:00:00,44,50.75,4.25,-1.653311,-6.2288876,277.91833,276.64536,8.409595
2023-04-02 06:00:00,45,50.75,4.25,-1.0523007,-4.482178,278.4995,277.48843,8.175964
2023-04-02 06:00:00,46,50.75,4.25,-3.425598,-5.8207693,277.73782,275.56927,8.440363
2023-04-02 06:00:00,47,50.75,4.25,-2.1221685,-5.0013084,278.46872,276.64163,9.041432
2023-04-02 06:00:00,48,50.75,4.25,-1.7386029,-6.5439587,278.51755,277.05457,9.1412525
2023-04-02 06:00:00,49,50.75,4.25,-1.8340604,-4.9372807,277.79666,275.89798,6.4350123
2023-04-02 06:00:00,50,50.75,4.25,-0.07714617,-5.7701,278.29944,277.11475,8.995636
2023-04-02 12:00:00,1,50.75,4.25,-3.6911433,-5.332271,281.53452,275.42972,9.105832
2023-04-02 12:00:00,2,50.75,4.25,-2.0934074,-4.934517,281.97668,275.3214,9.319784
2023-04-02 12:00:00,3,50.75,4.25,-3.420143,-5.1206117,281.18445,275.40796,10.68972
2023-04-02 12:00:00,4,50.75,4.25,-2.9076478,-5.117157,280.16412,275.69568,8.836067
2023-04-02 12:00:00,5,50.75,4.25,-2.6589622,-4.9078,282.25964,274.9844,4.353097
2023-04-02 12:00:00,6,50.75,4.25,-3.521551,-5.2468243,281.09882,275.36066,7.0160456
2023-04-02 12:00:00,7,50.75,4.25,-3.2949326,-5.167596,281.71405,275.91058,9.938384
2023-04-02 12:00:00,8,50.75,4.25,-3.0365775,-4.924153,280.58075,274.2551,7.9502063
2023-04-02 12:00:00,9,50.75,4.25,-5.607484,-6.0644426,281.27887,274.2574,5.2514796
2023-04-02 12:00:00,10,50.75,4.25,-5.020358,-4.6044755,280.88748,275.6865,7.402089
2023-04-02 12:00:00,11,50.75,4.25,-5.2144966,-4.536993,279.57718,272.26343,7.0607677
2023-04-02 12:00:00,12,50.75,4.25,-3.3844392,-5.2954206,281.39178,274.60928,7.746272
2023-04-02 12:00:00,13,50.75,4.25,-4.4820766,-5.764803,281.58307,275.1062,6.646102
2023-04-02 12:00:00,14,50.75,4.25,-5.3292933,-5.917962,282.52554,276.24557,6.8332205
2023-04-02 12:00:00,15,50.75,4.25,-3.208401,-5.058196,280.67465,276.92648,7.8417993
2023-04-02 12:00:00,16,50.75,4.25,-3.0653384,-4.8960543,280.1819,275.71774,9.383111
2023-04-02 12:00:00,17,50.75,4.25,-3.6425464,-5.4845095,280.72372,275.14975,8.350203
2023-04-02 12:00:00,18,50.75,4.25,-2.5054865,-5.282984,282.19778,275.95416,5.9863577
2023-04-02 12:00:00,19,50.75,4.25,-4.3124847,-5.982681,282.00775,275.55554,9.76987
2023-04-02 12:00:00,20,50.75,4.25,-1.4623959,-5.4041295,279.75598,275.09387,6.586353
2023-04-02 12:00:00,21,50.75,4.25,-1.937948,-5.14871,280.48962,276.3244,9.70046
2023-04-02 12:00:00,22,50.75,4.25,-4.3092613,-4.6526113,280.8031,275.6498,7.13769
2023-04-02 12:00:00,23,50.75,4.25,-2.2545695,-5.5782475,278.97852,276.23813,7.694752
2023-04-02 12:00:00,24,50.75,4.25,-2.6423502,-4.822123,281.4764,275.95358,10.517986
2023-04-02 12:00:00,25,50.75,4.25,-3.4394825,-4.8172865,282.38034,276.6912,12.140156
2023-04-02 12:00:00,26,50.75,4.25,-4.1726456,-4.007729,280.39197,275.06436,8.030349
2023-04-02 12:00:00,27,50.75,4.25,-3.7404835,-5.0708632,280.51617,276.32468,10.577735
2023-04-02 12:00:00,28,50.75,4.25,-2.839464,-5.1134715,281.49118,275.33603,7.515147
2023-04-02 12:00:00,29,50.75,4.25,-4.018674,-4.6761036,281.6895,275.84354,7.3859887
2023-04-02 12:00:00,30,50.75,4.25,-3.0747602,-5.227938,280.00937,275.40424,7.730888
2023-04-02 12:00:00,31,50.75,4.25,-2.4970565,-5.4591746,280.93057,277.00156,8.7849045
2023-04-02 12:00:00,32,50.75,4.25,-3.0038493,-5.618783,281.44186,275.82004,8.017111
2023-04-02 12:00:00,33,50.75,4.25,-3.644282,-5.139267,279.59622,276.75052,7.6278477
2023-04-02 12:00:00,34,50.75,4.25,-3.1360018,-5.240145,281.68423,276.43988,8.86612
2023-04-02 12:00:00,35,50.75,4.25,-3.0720332,-5.4693084,280.9363,275.83493,8.244658
2023-04-02 12:00:00,36,50.75,4.25,-4.8373775,-5.3085485,280.73074,275.69852,6.1291113
2023-04-02 12:00:00,37,50.75,4.25,-1.9448905,-4.8039284,281.5047,276.25046,6.1140847
2023-04-02 12:00:00,38,50.75,4.25,-3.760071,-5.249588,280.9283,275.12625,6.099058
2023-04-02 12:00:00,39,50.75,4.25,-1.3922286,-5.466084,279.8228,277.11932,8.266483
2023-04-02 12:00:00,40,50.75,4.25,-5.7490587,-5.012824,280.11954,274.02325,12.06216
2023-04-02 12:00:00,41,50.75,4.25,-3.7278388,-4.955476,280.08374,275.30536,9.348764
2023-04-02 12:00:00,42,50.75,4.25,-2.690203,-4.9978538,281.7526,273.8702,9.782035
2023-04-02 12:00:00,43,50.75,4.25,-4.593899,-4.803007,281.78366,275.51743,7.7985077
2023-04-02 12:00:00,44,50.75,4.25,-4.9620914,-4.927377,281.15015,275.42773,8.809591
2023-04-02 12:00:00,45,50.75,4.25,-1.8714998,-4.903885,281.56454,276.1215,8.290454
2023-04-02 12:00:00,46,50.75,4.25,-5.246729,-4.8946724,280.90402,274.30923,8.45539
2023-04-02 12:00:00,47,50.75,4.25,-3.8237917,-4.2113276,281.16718,275.4085,9.049661
2023-04-02 12:00:00,48,50.75,4.25,-5.955594,-5.534027,282.5338,276.37054,9.165224
2023-04-02 12:00:00,49,50.75,4.25,-3.3108008,-5.50708,282.51553,275.25092,6.4364433
2023-04-02 12:00:00,50,50.75,4.25,-3.2480714,-5.3265133,279.90247,275.8765,9.262539
2023-04-02 18:00:00,1,50.75,4.25,-3.1082323,-3.9455438,279.4565,273.03546,9.105832
2023-04-02 18:00:00,2,50.75,4.25,-1.7472808,-4.335928,281.61362,275.2036,9.319784
2023-04-02 18:00:00,3,50.75,4.25,-3.4551027,-3.40177,280.0279,273.03717,10.68972
2023-04-02 18:00:00,4,50.75,4.25,-1.4356184,-3.4033823,280.1461,274.99387,8.836067
2023-04-02 18:00:00,5,50.75,4.25,-1.9074512,-3.5699,281.13287,275.3019,4.353097
2023-04-02 18:00:00,6,50.75,4.25,-2.2327507,-3.9029355,280.97565,274.66946,7.0160456
2023-04-02 18:00:00,7,50.75,4.25,-2.3177946,-3.858715,281.0267,274.62534,9.940173
2023-04-02 18:00:00,8,50.75,4.25,-2.8350008,-3.6866698,280.42676,274.76,7.9502063
2023-04-02 18:00:00,9,50.75,4.25,-3.1446798,-4.6095424,280.093,273.2157,5.2514796
2023-04-02 18:00:00,10,50.75,4.25,-3.3809683,-4.020166,280.43628,274.34048,7.402089
2023-04-02 18:00:00,11,50.75,4.25,-2.0854733,-4.273513,279.4262,271.96082,7.0607677
2023-04-02 18:00:00,12,50.75,4.25,-3.3398101,-3.837296,278.73087,271.80435,7.746272
2023-04-02 18:00:00,13,50.75,4.25,-2.7675607,-3.593162,280.7215,274.56085,6.646102
2023-04-02 18:00:00,14,50.75,4.25,-2.49061,-3.9266582,281.3352,275.36725,6.8360825
2023-04-02 18:00:00,15,50.75,4.25,-2.7102861,-4.1406207,281.84525,275.68134,7.8446617
2023-04-02 18:00:00,16,50.75,4.25,-2.3066373,-3.5040302,280.3301,274.14935,9.383111
2023-04-02 18:00:00,17,50.75,4.25,-2.3170507,-3.5947742,280.79135,274.9844,8.3530655
2023-04-02 18:00:00,18,50.75,4.25,-1.2563565,-3.5747366,282.11142,275.16638,5.9892197
2023-04-02 18:00:00,19,50.75,4.25,-2.2342381,-3.7131562,280.70294,274.26254,9.76987
2023-04-02 18:00:00,20,50.75,4.25,-2.3832512,-4.4093986,279.9818,274.03958,6.586711
2023-04-02 18:00:00,21,50.75,4.25,-1.4472716,-3.2808547,282.29245,275.7848,9.71513
2023-04-02 18:00:00,22,50.75,4.25,-3.4665082,-3.4383903,280.1178,273.6719,7.13769
2023-04-02 18:00:00,23,50.75,4.25,-3.166003,-3.135065,280.5362,275.1698,7.7230167
2023-04-02 18:00:00,24,50.75,4.25,-1.2119751,-3.493896,281.96542,275.63663,10.517986
2023-04-02 18:00:00,25,50.75,4.25,-1.8534,-3.741715,281.5926,275.51743,12.143018
2023-04-02 18:00:00,26,50.75,4.25,-1.9679489,-3.4763923,280.99066,275.13544,8.030349
2023-04-02 18:00:00,27,50.75,4.25,-2.8104546,-3.9957528,281.84775,275.5607,10.578093
2023-04-02 18:00:00,28,50.75,4.25,-2.6463172,-3.576579,281.5305,274.8967,7.515147
2023-04-02 18:00:00,29,50.75,4.25,-2.5560665,-3.639916,280.09048,274.10577,7.3859887
2023-04-02 18:00:00,30,50.75,4.25,-1.9476178,-3.13138,281.54327,275.62286,7.7376857
2023-04-02 18:00:00,31,50.75,4.25,-2.243412,-3.82578,281.42935,275.44003,8.787766
2023-04-02 18:00:00,32,50.75,4.25,-1.2228844,-3.351101,282.2226,275.7587,8.023193
2023-04-02 18:00:00,33,50.75,4.25,-2.3748212,-3.434475,281.16418,275.571,7.658974
2023-04-02 18:00:00,34,50.75,4.25,-2.277876,-3.278091,280.69043,274.82965,8.870414
2023-04-02 18:00:00,35,50.75,4.25,-1.6456249,-3.6184964,280.5883,275.09818,8.24931
2023-04-02 18:00:00,36,50.75,4.25,-2.7219393,-4.1309476,281.54803,275.62,6.1291113
2023-04-02 18:00:00,37,50.75,4.25,-1.2667701,-3.2536774,281.63092,274.51645,6.1527247
2023-04-02 18:00:00,38,50.75,4.25,-2.4467242,-3.308032,279.95102,274.0634,6.099058
2023-04-02 18:00:00,39,50.75,4.25,-1.9364605,-2.3750257,281.3214,276.73132,8.298326
2023-04-02 18:00:00,40,50.75,4.25,-2.975088,-3.3398151,279.5066,272.53195,12.06216
2023-04-02 18:00:00,41,50.75,4.25,-2.5416858,-3.6302428,281.54053,275.40823,9.348764
2023-04-02 18:00:00,42,50.75,4.25,-2.3262246,-3.1958685,280.34415,273.47504,9.782035
2023-04-02 18:00:00,43,50.75,4.25,-3.6628778,-3.0466242,279.1162,272.4781,7.7985077
2023-04-02 18:00:00,44,50.75,4.25,-4.079172,-4.2074122,278.41013,272.27948,8.809591
2023-04-02 18:00:00,45,50.75,4.25,-1.6810806,-3.49689,281.8823,275.87735,8.290812
2023-04-02 18:00:00,46,50.75,4.25,-3.5036995,-4.625434,278.75717,272.19037,8.45539
2023-04-02 18:00:00,47,50.75,4.25,-2.884837,-3.471786,279.38513,273.00964,9.049661
2023-04-02 18:00:00,48,50.75,4.25,-4.411413,-3.53328,279.90247,272.90622,9.165224
2023-04-02 18:00:00,49,50.75,4.25,-2.0810103,-3.9902253,281.24005,274.4514,6.4364433
2023-04-02 18:00:00,50,50.75,4.25,-3.0120313,-2.5049233,281.4256,276.0321,9.267549
2023-04-03 00:00:00,1,50.75,4.25,-1.7381072,-3.1622424,275.2374,272.42163,9.105832
2023-04-03 00:00:00,2,50.75,4.25,-2.3599446,-2.9860516,276.6063,273.58136,9.319784
2023-04-03 00:00:00,3,50.75,4.25,-3.1288116,-2.7297106,275.3899,271.20627,10.68972
2023-04-03 00:00:00,4,50.75,4.25,-1.7710834,-2.8870158,276.65112,274.18887,8.836067
2023-04-03 00:00:00,5,50.75,4.25,-2.0252235,-2.8398013,276.01587,273.77966,4.355243
2023-04-03 00:00:00,6,50.75,4.25,-2.6227627,-2.8778033,276.63358,272.8721,7.0160456
2023-04-03 00:00:00,7,50.75,4.25,-2.3939126,-2.3209016,275.8396,272.8016,9.940173
2023-04-03 00:00:00,8,50.75,4.25,-2.3284562,-2.9123507,275.41293,272.48465,7.9502063
2023-04-03 00:00:00,9,50.75,4.25,-3.0626113,-3.1341438,275.66782,270.74033,5.2514796
2023-04-03 00:00:00,10,50.75,4.25,-4.2004156,-2.3119192,276.05444,270.9736,7.402089
2023-04-03 00:00:00,11,50.75,4.25,-2.4209383,-2.8874764,274.98877,270.4566,7.0607677
2023-04-03 00:00:00,12,50.75,4.25,-2.4702787,-2.745142,274.15997,270.14914,7.746272
2023-04-03 00:00:00,13,50.75,4.25,-2.0683653,-2.4261556,276.20566,273.22028,6.646102
2023-04-03 00:00:00,14,50.75,4.25,-2.3877141,-3.1051245,276.1338,272.59586,6.8360825
2023-04-03 00:00:00,15,50.75,4.25,-3.2463357,-2.478437,276.22794,272.7082,7.8446617
2023-04-03 00:00:00,16,50.75,4.25,-2.6205313,-2.5281851,274.92267,271.68,9.383111
2023-04-03 00:00:00,17,50.75,4.25,-2.0760515,-2.5760908,275.55063,273.33777,8.3530655
2023-04-03 00:00:00,18,50.75,4.25,-2.0634065,-2.070549,278.2471,274.566,5.9892197
2023-04-03 00:00:00,19,50.75,4.25,-2.3396134,-3.307341,275.94476,272.54083,9.76987
2023-04-03 00:00:00,20,50.75,4.25,-2.626234,-3.2267308,275.68185,271.69086,6.5884995
2023-04-03 00:00:00,21,50.75,4.25,-2.0832417,-3.082323,278.36804,274.6961,9.71513
2023-04-03 00:00:00,22,50.75,4.25,-2.8950026,-2.205053,275.2692,271.6923,7.13769
2023-04-03 00:00:00,23,50.75,4.25,-2.935417,-2.6719017,275.8271,272.34167,7.7230167
2023-04-03 00:00:00,24,50.75,4.25,-1.9783626,-2.6182384,276.43378,274.2072,10.517986
2023-04-03 00:00:00,25,50.75,4.25,-1.9684448,-2.3020158,276.16812,274.46887,12.143018
2023-04-03 00:00:00,26,50.75,4.25,-2.6971452,-2.626069,276.07547,273.11484,8.030349
2023-04-03 00:00:00,27,50.75,4.25,-2.8781426,-2.6548586,275.83484,272.31818,10.578093
2023-04-03 00:00:00,28,50.75,4.25,-1.7462893,-2.3844686,276.0547,273.96994,7.515147
2023-04-03 00:00:00,29,50.75,4.25,-2.7224352,-2.8497047,275.45474,271.91498,7.3859887
2023-04-03 00:00:00,30,50.75,4.25,-2.0011733,-1.6251198,275.64978,273.267,7.7394743
2023-04-03 00:00:00,31,50.75,4.25,-2.320274,-2.4715276,275.6946,273.361,8.787766
2023-04-03 00:00:00,32,50.75,4.25,-2.2828348,-1.9143955,276.87646,273.83527,8.023193
2023-04-03 00:00:00,33,50.75,4.25,-2.825579,-2.6629195,275.79303,272.3093,7.658974
2023-04-03 00:00:00,34,50.75,4.25,-2.3849869,-2.3506122,275.3566,272.56662,8.870414
2023-04-03 00:00:00,35,50.75,4.25,-2.5949934,-2.609486,276.51315,274.19547,8.24931
2023-04-03 00:00:00,36,50.75,4.25,-2.6093738,-2.512063,276.19965,273.94388,6.1291113
2023-04-03 00:00:00,37,50.75,4.25,-2.4447408,-3.0991364,278.63547,273.3819,6.1527247
2023-04-03 00:00:00,38,50.75,4.25,-2.9314501,-2.1320434,275.45874,271.80408,6.099058
2023-04-03 00:00:00,39,50.75,4.25,-2.5347435,-2.4579391,277.0595,274.61215,8.298326
2023-04-03 00:00:00,40,50.75,4.25,-2.2758925,-2.6889448,274.6412,270.75464,12.06216
2023-04-03 00:00:00,41,50.75,4.25,-2.3130836,-2.273687,275.83936,273.8622,9.348764
2023-04-03 00:00:00,42,50.75,4.25,-2.2548175,-1.9641435,275.34857,272.23334,9.782035
2023-04-03 00:00:00,43,50.75,4.25,-2.5178835,-2.1285887,274.7852,271.58884,7.7985077
2023-04-03 00:00:00,44,50.75,4.25,-3.661638,-2.7133584,274.61893,269.62756,8.809591
2023-04-03 00:00:00,45,50.75,4.25,-1.9047239,-2.505384,276.2084,274.03787,8.290096
2023-04-03 00:00:00,46,50.75,4.25,-2.8858287,-2.80963,274.44617,269.58603,8.45539
2023-04-03 00:00:00,47,50.75,4.25,-2.234982,-2.075616,274.89035,271.3642,9.049661
2023-04-03 00:00:00,48,50.75,4.25,-3.6241992,-2.273687,275.98206,270.62714,9.165224
2023-04-03 00:00:00,49,50.75,4.25,-2.6413584,-3.1468115,276.15884,272.23563,6.4364433
2023-04-03 00:00:00,50,50.75,4.25,-2.8654978,-2.273687,275.1678,272.36288,9.267549
2023-04-03 06:00:00,1,50.75,4.25,-2.494825,-2.4531026,272.9964,270.64346,9.105832
2023-04-03 06:00:00,2,50.75,4.25,-2.4839156,-2.3692677,273.84772,271.6026,9.319784
2023-04-03 06:00:00,3,50.75,4.25,-3.2408812,-2.1387224,272.40897,269.83218,10.68972
2023-04-03 06:00:00,4,50.75,4.25,-2.808719,-1.9993818,273.11108,271.63986,8.836067
2023-04-03 06:00:00,5,50.75,4.25,-2.7251627,-2.153232,273.32993,271.6519,4.355243
2023-04-03 06:00:00,6,50.75,4.25,-3.0135186,-2.6732836,273.67444,271.01886,7.0160456
2023-04-03 06:00:00,7,50.75,4.25,-3.2934449,-2.0947323,273.49243,271.46246,9.940173
2023-04-03 06:00:00,8,50.75,4.25,-3.1900532,-2.4033544,272.7918,270.28928,7.9502063
2023-04-03 06:00:00,9,50.75,4.25,-3.5696518,-1.9533187,273.09705,270.2202,5.2514796
2023-04-03 06:00:00,10,50.75,4.25,-3.729822,-2.1274369,273.1386,269.96716,7.4024467
2023-04-03 06:00:00,11,50.75,4.25,-2.5949934,-2.5035415,272.39093,269.2318,7.0607677
2023-04-03 06:00:00,12,50.75,4.25,-2.8295462,-2.203441,271.94724,269.80008,7.746272
2023-04-03 06:00:00,13,50.75,4.25,-2.5612733,-1.1218815,274.03928,271.37192,6.646102
2023-04-03 06:00:00,14,50.75,4.25,-3.444441,-2.4874194,273.42856,270.7744,6.8360825
2023-04-03 06:00:00,15,50.75,4.25,-3.6990774,-2.0092854,273.79114,271.32663,7.8446617
2023-04-03 06:00:00,16,50.75,4.25,-3.616017,-2.2292361,272.78455,270.55063,9.383111
2023-04-03 06:00:00,17,50.75,4.25,-3.0120313,-2.269311,273.43784,270.98706,8.3530655
2023-04-03 06:00:00,18,50.75,4.25,-3.0519497,-1.7395864,274.196,272.50128,5.9892197
2023-04-03 06:00:00,19,50.75,4.25,-3.433036,-2.6366634,273.34192,270.4741,9.76987
2023-04-03 06:00:00,20,50.75,4.25,-3.250303,-2.6431122,273.1306,270.4973,6.5884995
2023-04-03 06:00:00,21,50.75,4.25,-2.5516036,-1.629726,274.44366,272.88556,9.71513
2023-04-03 06:00:00,22,50.75,4.25,-3.5649407,-2.455636,272.84564,270.66782,7.13769
2023-04-03 06:00:00,23,50.75,4.25,-3.5255182,-2.1787972,273.18994,271.25702,7.7230167
2023-04-03 06:00:00,24,50.75,4.25,-3.148399,-2.1645176,273.7949,271.8975,10.517986
2023-04-03 06:00:00,25,50.75,4.25,-2.7648332,-1.9611495,273.61362,272.41415,12.143018
2023-04-03 06:00:00,26,50.75,4.25,-3.5312207,-1.8909034,273.76358,270.8796,8.030349
2023-04-03 06:00:00,27,50.75,4.25,-3.7132099,-1.9259113,273.398,270.4145,10.578093
2023-04-03 06:00:00,28,50.75,4.25,-3.1593082,-1.7073423,273.703,271.63184,7.515147
2023-04-03 06:00:00,29,50.75,4.25,-3.216335,-2.3432422,273.12085,270.75522,7.3859887
2023-04-03 06:00:00,30,50.75,4.25,-2.7886355,-1.5348363,273.2583,271.98547,7.7394743
2023-04-03 06:00:00,31,50.75,4.25,-3.1228611,-2.205744,273.44034,271.47452,8.787766
2023-04-03 06:00:00,32,50.75,4.25,-3.3363388,-1.5458914,274.33774,272.01727,8.023193
2023-04-03 06:00:00,33,50.75,4.25,-3.3948529,-2.6048799,273.39502,270.93692,7.658974
2023-04-03 06:00:00,34,50.75,4.25,-3.4008033,-2.1101632,273.19797,271.03003,8.870414
2023-04-03 06:00:00,35,50.75,4.25,-3.0244281,-2.0240254,273.99246,272.07343,8.24931
2023-04-03 06:00:00,36,50.75,4.25,-3.3246853,-1.9005766,273.97617,272.04565,6.1291113
2023-04-03 06:00:00,37,50.75,4.25,-3.041536,-2.126055,274.5676,271.98288,6.1527247
2023-04-03 06:00:00,38,50.75,4.25,-3.4464247,-1.8591199,273.08252,270.27896,6.099058
2023-04-03 06:00:00,39,50.75,4.25,-3.3197267,-2.3437028,273.98718,272.42966,8.298326
2023-04-03 06:00:00,40,50.75,4.25,-3.058396,-2.310998,272.22192,269.55737,12.065738
2023-04-03 06:00:00,41,50.75,4.25,-3.123853,-1.4286611,273.97818,271.87198,9.348764
2023-04-03 06:00:00,42,50.75,4.25,-2.2768843,-1.5990942,272.9393,271.1464,9.7823925
2023-04-03 06:00:00,43,50.75,4.25,-3.0467432,-1.7835766,272.8424,270.17578,7.796719
2023-04-03 06:00:00,44,50.75,4.25,-3.6968458,-1.8114446,272.22217,269.32867,8.809591
2023-04-03 06:00:00,45,50.75,4.25,-3.4124568,-2.1967616,273.68347,271.3851,8.290096
2023-04-03 06:00:00,46,50.75,4.25,-3.407994,-1.8821514,271.73566,269.02493,8.45217
2023-04-03 06:00:00,47,50.75,4.25,-2.8183887,-1.7398167,272.6914,270.08838,9.049661
2023-04-03 06:00:00,48,50.75,4.25,-3.5783298,-2.7117462,273.1997,269.48917,9.165224
2023-04-03 06:00:00,49,50.75,4.25,-2.9076478,-2.6811142,273.2976,270.08524,6.4364433
2023-04-03 06:00:00,50,50.75,4.25,-3.6311414,-1.9570038,272.8847,271.0977,9.265759
2023-04-03 12:00:00,1,50.75,4.25,-4.7077036,-2.4362893,280.3086,269.85654,9.105832
2023-04-03 12:00:00,2,50.75,4.25,-3.5889914,-2.738463,282.8899,273.47647,9.319784
2023-04-03 12:00:00,3,50.75,4.25,-5.0136633,-2.2460492,280.54797,270.99106,10.68972
2023-04-03 12:00:00,4,50.75,4.25,-4.9846544,-2.4699154,281.27383,270.0431,8.836067
2023-04-03 12:00:00,5,50.75,4.25,-4.030327,-2.7246437,282.38885,273.2587,4.355243
2023-04-03 12:00:00,6,50.75,4.25,-5.640956,-2.2460492,280.6519,270.26147,7.0160456
2023-04-03 12:00:00,7,50.75,4.25,-4.531913,-2.589449,281.71103,270.53314,9.940173
2023-04-03 12:00:00,8,50.75,4.25,-3.78908,-2.9390674,281.67523,271.73126,7.9502063
2023-04-03 12:00:00,9,50.75,4.25,-5.347641,-1.9659861,280.2753,268.69968,5.2514796
2023-04-03 12:00:00,10,50.75,4.25,-6.350813,-1.211474,280.73978,268.65353,7.4024467
2023-04-03 12:00:00,11,50.75,4.25,-4.4314966,-2.2808268,281.64944,271.53326,7.0607677
2023-04-03 12:00:00,12,50.75,4.25,-3.7568476,-2.508378,281.42133,271.15326,7.746272
2023-04-03 12:00:00,13,50.75,4.25,-3.9661105,-2.3004036,281.97195,272.63312,6.646102
2023-04-03 12:00:00,14,50.75,4.25,-4.766466,-3.2331796,280.95233,270.51337,6.8360825
2023-04-03 12:00:00,15,50.75,4.25,-5.30326,-2.4466536,281.87704,273.39337,7.8446617
2023-04-03 12:00:00,16,50.75,4.25,-3.8659422,-2.695394,281.13687,271.86395,9.383111
2023-04-03 12:00:00,17,50.75,4.25,-4.8492785,-2.490183,281.54102,272.13217,8.3530655
2023-04-03 12:00:00,18,50.75,4.25,-4.447613,-2.6942425,281.95065,272.9982,5.9892197
2023-04-03 12:00:00,19,50.75,4.25,-5.0525904,-3.1346045,281.01895,269.1513,9.768797
2023-04-03 12:00:00,20,50.75,4.25,-4.953662,-3.4123645,280.9526,272.11526,6.5884995
2023-04-03 12:00:00,21,50.75,4.25,-3.2934449,-3.1806679,283.127,273.99518,9.71513
2023-04-03 12:00:00,22,50.75,4.25,-5.1071377,-3.1124945,280.99216,271.14294,7.13769
2023-04-03 12:00:00,23,50.75,4.25,-5.323591,-2.2227874,280.62134,272.28207,7.7230167
2023-04-03 12:00:00,24,50.75,4.25,-3.8751156,-2.6963153,281.67648,273.90546,10.518344
2023-04-03 12:00:00,25,50.75,4.25,-4.035782,-1.7706789,282.37582,273.88998,12.143018
2023-04-03 12:00:00,26,50.75,4.25,-4.665058,-2.4862678,281.70276,270.83832,8.030349
2023-04-03 12:00:00,27,50.75,4.25,-3.684201,-2.5512166,281.60788,271.46677,10.578093
2023-04-03 12:00:00,28,50.75,4.25,-4.2110767,-3.17514,282.02103,273.02744,7.515147
2023-04-03 12:00:00,29,50.75,4.25,-4.5321608,-2.150929,280.68692,272.4755,7.3859887
2023-04-03 12:00:00,30,50.75,4.25,-4.0838823,-2.1027932,281.44562,272.45056,7.7394743
2023-04-03 12:00:00,31,50.75,4.25,-4.6467104,-2.8487835,281.71454,272.87985,8.787766
2023-04-03 12:00:00,32,50.75,4.25,-4.3920746,-2.459321,282.4169,273.52893,8.023193
2023-04-03 12:00:00,33,50.75,4.25,-4.7632427,-3.3538647,281.63666,272.28235,7.662552
2023-04-03 12:00:00,34,50.75,4.25,-4.8041534,-1.1476767,281.14716,273.21283,8.870414
2023-04-03 12:00:00,35,50.75,4.25,-4.260417,-2.2550316,281.7343,273.44122,8.24931
2023-04-03 12:00:00,36,50.75,4.25,-5.720793,-1.2987633,281.29514,272.35486,6.1291113
2023-04-03 12:00:00,37,50.75,4.25,-4.248268,-2.679502,281.84824,271.9909,6.1527247
2023-04-03 12:00:00,38,50.75,4.25,-4.655884,-2.4507992,280.89825,269.4946,6.099058
2023-04-03 12:00:00,39,50.75,4.25,-4.377941,-2.8386497,282.7677,274.58264,8.298326
2023-04-03 12:00:00,40,50.75,4.25,-4.835394,-2.6110988,280.52042,270.9541,12.065738
2023-04-03 12:00:00,41,50.75,4.25,-4.5006723,-1.9473306,281.47092,272.65604,9.349837
2023-04-03 12:00:00,42,50.75,4.25,-4.013715,-0.7985191,281.51523,270.3592,9.7823925
2023-04-03 12:00:00,43,50.75,4.25,-4.6281147,-2.285433,280.58926,270.1457,7.796719
2023-04-03 12:00:00,44,50.75,4.25,-4.76597,-2.6629195,280.5014,269.04843,8.809591
